feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27
1.0,1.0,185.0,0.46938775510204184,0.3246753246753247,0.12643678160919541,3.0,3.0,6.0,1.0,5.0,4.0,1.0,2.0,3.0,0.13333333333333333,3.0,1.0,0.647887323943662,0.603267211201867,3.0,0.14285714285714285,1.0,1.0,45.0,1.0,1.0,0.0
1.0,1.0,27.0,0.5306122448979597,0.45454545454545453,0.2413793103448276,3.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,0.13333333333333333,4.0,4.0,0.676056338028169,0.03850641773628938,2.0,0.14285714285714285,1.0,1.0,22.0,1.0,1.0,0.0
1.0,1.0,186.0,0.5306122448979597,0.2987012987012987,0.12643678160919541,3.0,3.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.4647887323943662,0.049008168028004666,2.0,0.14285714285714285,3.0,1.0,24.0,1.0,1.0,0.0
1.0,2.0,187.0,0.693877551020408,0.7792207792207793,0.47126436781609193,1.0,3.0,6.0,2.0,5.0,3.0,2.0,1.0,1.0,0.13333333333333333,4.0,5.0,0.647887323943662,0.033838973162193704,2.0,0.14285714285714285,2.0,1.0,46.0,1.0,1.0,0.0
1.0,1.0,188.0,0.5306122448979597,0.03896103896103896,0.08045977011494253,3.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,0.13333333333333333,3.0,5.0,0.4647887323943662,0.8366394399066511,2.0,0.0,3.0,2.0,12.0,1.0,1.0,0.0
2.0,1.0,189.0,0.3061224489795919,0.12987012987012986,0.3563218390804598,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,0.8,4.0,5.0,0.47183098591549294,0.037339556592765465,2.0,0.14285714285714285,1.0,2.0,12.0,1.0,1.0,0.0
2.0,1.0,190.0,0.4897959183673468,0.06493506493506493,0.08045977011494253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.13333333333333333,1.0,1.0,0.4647887323943662,0.040840140023337225,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,191.0,0.6530612244897966,0.11688311688311688,0.034482758620689655,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.4507042253521127,0.7432905484247375,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,78.0,0.5306122448979597,0.2597402597402597,0.08045977011494253,3.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.7887323943661971,0.049008168028004666,2.0,0.14285714285714285,2.0,1.0,11.0,1.0,1.0,0.0
1.0,1.0,192.0,0.5714285714285725,0.2727272727272727,0.10344827586206896,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.43661971830985913,0.036172695449241545,2.0,0.14285714285714285,1.0,1.0,5.0,1.0,1.0,0.0
2.0,1.0,193.0,0.4897959183673468,0.33766233766233766,0.034482758620689655,3.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,3.0,0.13333333333333333,4.0,5.0,0.647887323943662,0.043173862310385065,2.0,0.14285714285714285,3.0,1.0,29.0,1.0,1.0,0.0
2.0,2.0,194.0,0.8367346938775515,0.35064935064935066,0.2413793103448276,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.3380281690140845,0.019836639439906652,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,195.0,0.5306122448979597,0.11688311688311688,0.12643678160919541,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.4647887323943662,0.049008168028004666,2.0,0.14285714285714285,1.0,1.0,22.0,1.0,1.0,0.0
2.0,1.0,196.0,0.6530612244897966,0.09740259740259741,0.08045977011494253,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.13333333333333333,1.0,1.0,0.5492957746478874,0.6382730455075846,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,37.0,0.7142857142857145,0.3246753246753247,0.40229885057471265,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,0.8,3.0,1.0,0.704225352112676,0.037339556592765465,3.0,0.14285714285714285,2.0,1.0,17.0,1.0,1.0,0.0
1.0,1.0,197.0,0.3265306122448983,0.23376623376623376,0.12643678160919541,1.0,3.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,0.13333333333333333,1.0,5.0,0.43661971830985913,0.042007001166861145,2.0,0.14285714285714285,2.0,1.0,28.0,1.0,1.0,0.0
1.0,1.0,198.0,0.5306122448979597,0.3116883116883117,0.1724137931034483,3.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,4.0,0.5492957746478874,0.6849474912485415,2.0,0.14285714285714285,3.0,2.0,15.0,1.0,1.0,0.0
2.0,1.0,199.0,0.6326530612244903,0.06493506493506493,0.08045977011494253,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.13333333333333333,3.0,2.0,0.4647887323943662,0.7432905484247375,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,200.0,0.5306122448979597,0.5844155844155844,0.7011494252873564,4.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.7183098591549296,0.7199533255542591,2.0,0.14285714285714285,3.0,2.0,6.0,1.0,1.0,0.0
1.0,1.0,201.0,0.428571428571429,0.2727272727272727,0.2413793103448276,4.0,3.0,4.0,1.0,4.0,4.0,3.0,2.0,1.0,0.13333333333333333,3.0,5.0,0.7887323943661971,0.040840140023337225,2.0,0.14285714285714285,2.0,1.0,6.0,1.0,1.0,0.0
1.0,1.0,202.0,0.36734693877551117,0.06493506493506493,0.12643678160919541,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,1.0,0.4507042253521127,0.6849474912485415,1.0,0.0,3.0,2.0,34.0,1.0,1.0,0.0
1.0,1.0,203.0,0.46938775510204184,0.09090909090909091,0.21839080459770116,3.0,4.0,3.0,2.0,5.0,4.0,4.0,1.0,1.0,0.13333333333333333,3.0,5.0,0.5774647887323944,0.7782963827304551,3.0,0.14285714285714285,1.0,1.0,6.0,1.0,1.0,0.0
1.0,1.0,204.0,0.3265306122448983,0.16883116883116883,0.1724137931034483,3.0,1.0,4.0,2.0,4.0,4.0,3.0,1.0,1.0,0.13333333333333333,4.0,5.0,0.43661971830985913,0.6732788798133023,3.0,0.14285714285714285,3.0,2.0,29.0,3.0,1.0,0.0
2.0,1.0,205.0,0.5306122448979597,0.07792207792207792,0.034482758620689655,3.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,2.0,0.4647887323943662,0.029171528588098017,2.0,0.14285714285714285,1.0,2.0,12.0,1.0,1.0,0.0
1.0,1.0,206.0,0.5306122448979597,0.19480519480519481,0.3563218390804598,3.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,0.13333333333333333,4.0,5.0,0.5352112676056338,0.8016336056009334,2.0,0.14285714285714285,1.0,1.0,12.0,1.0,1.0,0.0
2.0,1.0,207.0,0.6122448979591838,0.3246753246753247,0.5862068965517241,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,0.13333333333333333,1.0,1.0,0.704225352112676,0.042007001166861145,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,208.0,0.5306122448979597,0.22727272727272727,0.3563218390804598,3.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.4647887323943662,0.049008168028004666,2.0,0.14285714285714285,1.0,1.0,12.0,6.0,1.0,0.0
1.0,1.0,209.0,0.5306122448979597,0.7142857142857143,0.12643678160919541,3.0,1.0,4.0,2.0,5.0,4.0,4.0,1.0,1.0,0.13333333333333333,4.0,5.0,0.36619718309859156,0.7666277712952159,2.0,0.14285714285714285,2.0,2.0,34.0,1.0,1.0,0.0
1.0,1.0,210.0,0.5918367346938774,0.23376623376623376,0.2413793103448276,2.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,4.0,5.0,0.4647887323943662,0.03150525087514586,2.0,0.14285714285714285,1.0,1.0,39.0,1.0,1.0,0.0
1.0,1.0,211.0,0.428571428571429,0.37662337662337664,0.12643678160919541,2.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.43661971830985913,0.036172695449241545,1.0,0.14285714285714285,2.0,1.0,29.0,1.0,1.0,0.0
2.0,2.0,212.0,0.5306122448979597,0.7792207792207793,0.5862068965517241,4.0,4.0,4.0,2.0,5.0,4.0,4.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.4647887323943662,0.049008168028004666,2.0,0.14285714285714285,2.0,1.0,11.0,1.0,1.0,0.0
1.0,1.0,213.0,0.8775510204081644,0.45454545454545453,0.2413793103448276,3.0,1.0,6.0,2.0,4.0,4.0,3.0,1.0,1.0,0.13333333333333333,4.0,5.0,0.8591549295774648,0.8366394399066511,2.0,0.14285714285714285,3.0,1.0,6.0,1.0,1.0,0.0
1.0,1.0,128.0,0.6122448979591838,0.35064935064935066,0.2413793103448276,3.0,1.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,0.7333333333333333,4.0,4.0,0.6056338028169014,0.049008168028004666,3.0,0.14285714285714285,2.0,1.0,35.0,1.0,1.0,0.0
1.0,1.0,214.0,0.551020408163266,0.35064935064935066,0.40229885057471265,4.0,1.0,4.0,2.0,5.0,3.0,1.0,1.0,3.0,0.5333333333333333,4.0,4.0,0.7887323943661971,0.040840140023337225,2.0,0.6714285714285715,2.0,1.0,15.0,1.0,1.0,1.0
2.0,1.0,215.0,0.6734693877551031,0.14285714285714285,0.12643678160919541,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.13333333333333333,1.0,3.0,0.0,0.8249708284714119,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
2.0,1.0,216.0,0.551020408163266,0.09090909090909091,0.3563218390804598,2.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,1.0,3.0,0.43661971830985913,0.040840140023337225,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
2.0,1.0,217.0,0.6122448979591838,0.14285714285714285,0.12643678160919541,2.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,0.13333333333333333,3.0,5.0,0.5211267605633803,0.6966161026837806,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0
2.0,1.0,218.0,0.46938775510204184,0.06493506493506493,0.10344827586206896,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.13333333333333333,3.0,3.0,0.4507042253521127,0.0023337222870478433,2.0,0.14285714285714285,1.0,2.0,26.0,1.0,1.0,0.0
1.0,1.0,219.0,0.7551020408163274,0.19480519480519481,0.011494252873563218,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,4.0,0.4647887323943662,0.049008168028004666,2.0,0.14285714285714285,1.0,1.0,18.0,1.0,1.0,0.0
2.0,1.0,220.0,0.4897959183673468,0.11688311688311688,0.08045977011494253,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.13333333333333333,4.0,3.0,0.5492957746478874,0.049008168028004666,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,221.0,0.7346938775510209,0.5844155844155844,0.12643678160919541,4.0,3.0,5.0,2.0,2.0,4.0,3.0,2.0,3.0,0.9333333333333333,4.0,5.0,0.8591549295774648,0.05717619603267211,3.0,0.5142857142857142,1.0,2.0,47.0,1.0,1.0,0.0
2.0,1.0,222.0,0.5918367346938774,0.37662337662337664,0.12643678160919541,3.0,1.0,6.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.4647887323943662,0.049008168028004666,2.0,0.14285714285714285,2.0,2.0,36.0,1.0,1.0,0.0
1.0,1.0,223.0,0.5306122448979597,0.3246753246753247,0.2413793103448276,3.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,0.6666666666666666,4.0,5.0,0.6197183098591549,0.05834305717619604,2.0,0.4714285714285714,1.0,1.0,7.0,1.0,1.0,0.0
2.0,1.0,224.0,0.5714285714285725,0.07792207792207792,0.08045977011494253,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,0.13333333333333333,1.0,5.0,0.43661971830985913,0.661610268378063,1.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0
2.0,1.0,225.0,0.5306122448979597,0.16883116883116883,0.40229885057471265,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.6056338028169014,0.7782963827304551,2.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0
2.0,1.0,226.0,0.5918367346938774,0.09740259740259741,0.12643678160919541,3.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.4647887323943662,0.049008168028004666,2.0,0.14285714285714285,1.0,2.0,4.0,1.0,1.0,0.0
1.0,1.0,227.0,0.5306122448979597,0.11688311688311688,1.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,0.13333333333333333,1.0,4.0,0.5352112676056338,0.05484247374562427,1.0,0.14285714285714285,1.0,1.0,2.0,1.0,1.0,0.0
1.0,1.0,228.0,0.46938775510204184,0.16233766233766234,0.21839080459770116,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,0.5333333333333333,4.0,5.0,0.4647887323943662,0.049008168028004666,2.0,0.14285714285714285,1.0,1.0,21.0,1.0,1.0,0.0
2.0,1.0,229.0,0.34693877551020474,0.5454545454545454,0.3563218390804598,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,0.13333333333333333,4.0,3.0,0.39436619718309857,0.049008168028004666,3.0,0.7857142857142857,1.0,2.0,26.0,1.0,1.0,0.0
1.0,1.0,230.0,0.551020408163266,0.2727272727272727,0.2413793103448276,3.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,0.13333333333333333,3.0,5.0,0.4647887323943662,0.6149358226371062,3.0,0.0,1.0,1.0,45.0,1.0,1.0,0.0
1.0,1.0,231.0,0.3265306122448983,0.09090909090909091,0.034482758620689655,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.13333333333333333,4.0,2.0,0.5070422535211268,0.039673278879813305,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
1.0,1.0,232.0,0.6530612244897966,0.11688311688311688,0.12643678160919541,3.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,0.13333333333333333,3.0,5.0,0.4647887323943662,0.8366394399066511,2.0,0.14285714285714285,1.0,1.0,12.0,1.0,1.0,0.0
1.0,1.0,233.0,0.5306122448979597,0.33766233766233766,0.7241379310344828,3.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,0.13333333333333333,4.0,4.0,0.6901408450704225,0.7199533255542591,3.0,0.14285714285714285,3.0,1.0,15.0,6.0,1.0,0.0
1.0,2.0,234.0,0.5714285714285725,0.3116883116883117,0.5862068965517241,4.0,4.0,6.0,1.0,3.0,3.0,3.0,2.0,1.0,0.13333333333333333,1.0,5.0,0.7746478873239436,0.029171528588098017,3.0,0.3,2.0,1.0,11.0,1.0,1.0,1.0
2.0,1.0,225.0,0.4897959183673468,0.19480519480519481,0.08045977011494253,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,0.13333333333333333,3.0,5.0,0.5211267605633803,0.8133022170361727,2.0,0.14285714285714285,3.0,2.0,8.0,1.0,1.0,0.0
1.0,1.0,235.0,0.6734693877551031,0.025974025974025976,0.2413793103448276,2.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.4084507042253521,0.7666277712952159,2.0,0.14285714285714285,3.0,1.0,32.0,1.0,1.0,0.0
2.0,1.0,236.0,0.5918367346938774,0.09090909090909091,0.5862068965517241,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.033802816901408454,0.3815635939323221,2.0,0.14285714285714285,1.0,1.0,4.0,1.0,1.0,0.0
1.0,1.0,237.0,0.5306122448979597,0.11688311688311688,0.12643678160919541,4.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,0.13333333333333333,4.0,5.0,0.704225352112676,0.8483080513418904,3.0,0.14285714285714285,1.0,1.0,48.0,1.0,1.0,0.0
1.0,1.0,238.0,0.24489795918367413,0.11688311688311688,0.08045977011494253,3.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,0.13333333333333333,4.0,5.0,0.323943661971831,0.6149358226371062,2.0,0.14285714285714285,3.0,1.0,45.0,1.0,1.0,0.0
1.0,1.0,239.0,0.6326530612244903,0.38961038961038963,0.12643678160919541,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,0.13333333333333333,4.0,5.0,0.6056338028169014,0.8833138856476079,2.0,0.14285714285714285,1.0,1.0,34.0,1.0,1.0,0.0
2.0,1.0,240.0,0.5714285714285725,0.07792207792207792,0.12643678160919541,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.13333333333333333,3.0,2.0,0.43661971830985913,0.030338389731621944,2.0,0.14285714285714285,1.0,2.0,49.0,1.0,1.0,0.0
1.0,2.0,234.0,0.5714285714285725,0.3116883116883117,0.5862068965517241,4.0,4.0,6.0,1.0,3.0,3.0,3.0,2.0,1.0,0.13333333333333333,1.0,5.0,0.7746478873239436,0.029171528588098017,3.0,0.3,2.0,1.0,29.0,1.0,1.0,1.0
2.0,1.0,241.0,0.6530612244897966,0.19480519480519481,0.2413793103448276,1.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,0.13333333333333333,4.0,5.0,0.5070422535211268,0.03150525087514586,1.0,0.14285714285714285,1.0,1.0,6.0,1.0,1.0,0.0
2.0,1.0,242.0,0.4897959183673468,0.07792207792207792,0.3563218390804598,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.13333333333333333,3.0,3.0,0.4507042253521127,0.033838973162193704,2.0,0.14285714285714285,1.0,2.0,8.0,1.0,1.0,0.0
1.0,1.0,243.0,0.5306122448979597,0.19480519480519481,0.034482758620689655,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.13333333333333333,1.0,4.0,0.5633802816901409,0.7199533255542591,3.0,0.14285714285714285,3.0,1.0,15.0,1.0,1.0,0.0
2.0,1.0,205.0,0.5306122448979597,0.07792207792207792,0.034482758620689655,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.13333333333333333,4.0,1.0,0.4647887323943662,0.029171528588098017,2.0,0.14285714285714285,1.0,2.0,12.0,1.0,1.0,0.0
2.0,1.0,95.0,0.4489795918367354,0.37662337662337664,0.3103448275862069,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,0.06666666666666667,4.0,5.0,0.5633802816901409,0.03150525087514586,2.0,0.14285714285714285,2.0,1.0,9.0,1.0,1.0,0.0
