feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
1.0,0.11524277811923789,0.026785714285714284,1.0,1.0,2.0,3.0,0.055614035087719296,2.0,2.0,0.025,1.0,1.0,0.2,9e-05,0.0
1.0,0.2624462200368777,0.5,2.0,2.0,5.0,4.0,0.0,2.0,2.0,0.05,2.0,1.0,0.08,1e-05,0.0
1.0,0.221419791026429,0.16964285714285715,1.0,1.0,11.0,3.0,0.07017543859649122,2.0,2.0,0.025,1.0,1.0,0.23,0.00068,0.0
1.0,0.0499385371850031,0.3719642857142857,2.0,2.0,12.0,3.0,0.0043859649122807015,1.0,1.0,0.0,2.0,1.0,0.06,0.00375,0.0
1.0,0.10755992624462203,0.08035714285714286,1.0,1.0,2.0,3.0,0.0043859649122807015,2.0,1.0,0.0,2.0,1.0,0.08,0.0001,0.0
1.0,0.056238475722188055,0.0,1.0,1.0,7.0,3.0,0.023333333333333334,2.0,1.0,0.0,2.0,1.0,0.08,1e-05,0.0
1.0,0.09849416103257527,0.028214285714285716,2.0,2.0,10.0,3.0,0.023333333333333334,2.0,1.0,0.0,2.0,1.0,0.08,0.0,0.0
1.0,0.13183773816840813,0.42857142857142855,1.0,1.0,6.0,3.0,0.0731578947368421,2.0,1.0,0.0,2.0,2.0,0.04,0.0,0.0
1.0,0.10494775660725261,0.27982142857142855,2.0,2.0,2.0,2.0,0.005789473684210527,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.3212968653964351,0.09071428571428572,1.0,1.0,5.0,4.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.01,0.0
1.0,0.21634910878918256,0.4642857142857143,1.0,1.0,3.0,1.0,0.017543859649122806,2.0,1.0,0.0,2.0,1.0,0.114,0.0,0.0
2.0,0.06776275353411183,0.02375,1.0,1.0,4.0,3.0,0.05842105263157895,2.0,1.0,0.0,2.0,1.0,0.11,5e-05,0.0
2.0,0.11908420405654582,0.044642857142857144,1.0,1.0,7.0,3.0,0.008771929824561403,2.0,1.0,0.0,1.0,1.0,0.06,0.00809,0.0
2.0,0.1856177012907191,0.010357142857142856,1.0,1.0,11.0,1.0,0.0043859649122807015,2.0,2.0,0.025,1.0,1.0,0.136,0.00108,0.0
2.0,0.3623232944068838,0.05357142857142857,1.0,1.0,5.0,4.0,0.0,2.0,1.0,0.0,2.0,1.0,0.038,0.0,0.0
1.0,0.2650583896742471,0.07732142857142857,2.0,2.0,13.0,4.0,0.0,2.0,1.0,0.0,2.0,1.0,0.06,0.0,0.0
2.0,0.13183773816840813,0.025357142857142856,1.0,1.0,4.0,3.0,0.008771929824561403,2.0,2.0,0.025,1.0,1.0,0.12,4e-05,0.0
1.0,0.04609711124769517,0.08785714285714286,1.0,1.0,6.0,9.0,0.03368421052631579,2.0,2.0,0.05,1.0,1.0,0.08,0.00587,0.0
1.0,0.3956668715427167,0.017857142857142856,2.0,2.0,11.0,3.0,0.017543859649122806,2.0,1.0,0.0,1.0,1.0,0.065,0.0,0.0
1.0,0.06653349723417333,0.3423214285714286,1.0,1.0,12.0,3.0,0.027719298245614036,2.0,1.0,0.0,2.0,1.0,0.04,0.0035,0.0
1.0,0.2060540872771973,0.12946428571428573,1.0,1.0,12.0,3.0,0.008771929824561403,2.0,1.0,0.0,1.0,1.0,0.05,0.0,0.0
1.0,0.3136140135218193,0.026785714285714284,1.0,1.0,13.0,3.0,0.05263157894736842,2.0,1.0,0.0,1.0,1.0,0.1155,0.0,0.0
1.0,0.29194837123540257,0.09821428571428571,1.0,1.0,2.0,2.0,0.08771929824561403,2.0,1.0,0.0,1.0,1.0,0.116,0.002,0.0
1.0,0.2765826674861709,0.08035714285714286,2.0,2.0,10.0,3.0,0.12280701754385964,2.0,1.0,0.0,1.0,1.0,0.1,0.00141,0.0
1.0,0.2521511985248924,0.026785714285714284,2.0,2.0,12.0,3.0,0.12280701754385964,2.0,1.0,0.0,1.0,1.0,0.16,0.0,0.0
2.0,0.5736017209588199,0.25,1.0,1.0,12.0,1.0,0.10526315789473684,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
1.0,0.322679778733866,0.015,2.0,2.0,4.0,3.0,0.010175438596491228,2.0,1.0,0.0,1.0,1.0,0.1545,2e-05,0.0
1.0,0.34050399508297474,0.09517857142857143,1.0,1.0,10.0,3.0,0.005789473684210527,2.0,1.0,0.0,1.0,1.0,0.0,0.00501,0.0
2.0,0.08696988322065148,0.30357142857142855,1.0,1.0,6.0,3.0,0.005789473684210527,2.0,1.0,0.0,2.0,1.0,0.0,0.00351,0.0
1.0,0.13690842040565457,0.32142857142857145,1.0,1.0,12.0,3.0,0.008771929824561403,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.15995697602950212,0.011964285714285715,1.0,1.0,13.0,1.0,0.12280701754385964,2.0,1.0,0.0,1.0,1.0,0.17,0.0,0.0
2.0,0.3073140749846343,0.13392857142857142,1.0,1.0,5.0,4.0,0.0,2.0,2.0,0.15,2.0,1.0,0.0,0.002,0.0
1.0,0.5056853103872156,0.13392857142857142,1.0,1.0,2.0,2.0,0.03508771929824561,2.0,1.0,0.0,2.0,1.0,0.05,2e-05,0.0
2.0,0.010141364474492934,0.27232142857142855,1.0,1.0,7.0,3.0,0.0043859649122807015,2.0,2.0,0.025,1.0,1.0,0.0,0.0016,0.0
2.0,0.11263060848186847,0.01482142857142857,1.0,1.0,2.0,3.0,0.011754385964912281,2.0,1.0,0.0,1.0,2.0,0.072,0.0,0.0
1.0,0.09726490473263676,0.4107142857142857,1.0,1.0,2.0,3.0,0.017543859649122806,1.0,1.0,0.0,1.0,1.0,0.05,0.00068,0.0
2.0,0.1292255685310387,0.02964285714285714,1.0,1.0,7.0,3.0,0.01456140350877193,2.0,2.0,0.025,1.0,1.0,0.1,0.00011,0.0
2.0,0.09081130915795942,0.17857142857142858,2.0,2.0,5.0,4.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
1.0,0.16133988936693303,0.11607142857142858,1.0,1.0,6.0,1.0,0.08035087719298245,2.0,2.0,0.025,1.0,1.0,0.208,0.00021,0.0
2.0,0.36493546404425325,0.05946428571428571,1.0,1.0,12.0,3.0,0.008771929824561403,2.0,1.0,0.0,2.0,1.0,0.0,0.0039,0.0
2.0,0.008912108174554395,0.013392857142857142,1.0,1.0,6.0,3.0,0.03508771929824561,2.0,1.0,0.0,2.0,1.0,0.06,0.00018,0.0
2.0,0.2060540872771973,0.13392857142857142,1.0,1.0,6.0,3.0,0.008771929824561403,2.0,2.0,0.025,1.0,1.0,0.02,0.00154,0.0
1.0,0.10878918254456055,0.32142857142857145,1.0,1.0,12.0,3.0,0.0029824561403508773,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
1.0,0.2252612169637369,0.125,1.0,1.0,6.0,3.0,0.005789473684210527,2.0,1.0,0.0,2.0,1.0,0.108,0.0,0.0
2.0,0.1279963122311002,0.05357142857142857,1.0,1.0,4.0,3.0,0.03070175438596491,2.0,1.0,0.0,1.0,1.0,0.08,0.0,0.0
1.0,0.25983405039950824,0.14285714285714285,2.0,2.0,10.0,3.0,0.05263157894736842,2.0,1.0,0.0,1.0,1.0,0.06,0.0,0.0
1.0,0.24446834665027656,0.05357142857142857,2.0,2.0,4.0,3.0,0.0014035087719298247,2.0,1.0,0.0,2.0,2.0,0.08,0.0,0.0
1.0,0.25599262446220034,0.0014285714285714286,2.0,2.0,11.0,3.0,0.0014035087719298247,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
2.0,0.10110633066994469,0.41964285714285715,1.0,1.0,6.0,3.0,0.008771929824561403,2.0,1.0,0.0,1.0,1.0,0.09,0.0,0.0
2.0,0.042255685310387245,0.019285714285714288,1.0,1.0,6.0,3.0,0.06140350877192982,2.0,2.0,0.025,1.0,1.0,0.04,5e-05,0.0
1.0,0.23294406883835278,0.017857142857142856,1.0,1.0,3.0,1.0,0.0029824561403508773,2.0,1.0,0.0,1.0,2.0,0.126,0.0,0.0
1.0,0.5633066994468346,0.07285714285714286,2.0,2.0,5.0,4.0,0.05263157894736842,2.0,1.0,0.0,2.0,1.0,0.06,1e-05,0.0
1.0,0.49170251997541486,0.20839285714285713,1.0,1.0,4.0,3.0,0.19298245614035087,2.0,1.0,0.0,2.0,1.0,0.2325,0.0015,0.0
1.0,0.16379840196681006,0.45839285714285716,1.0,1.0,10.0,3.0,0.017543859649122806,2.0,1.0,0.0,2.0,1.0,0.0,2e-05,0.0
2.0,0.5390288875230486,0.02982142857142857,1.0,1.0,12.0,3.0,0.017543859649122806,2.0,1.0,0.0,1.0,1.0,0.12,0.00117,0.0
1.0,0.22019053472649047,0.07142857142857142,2.0,2.0,9.0,1.0,0.07017543859649122,2.0,1.0,0.0,2.0,1.0,0.128,0.00017,0.0
2.0,0.34050399508297474,0.08928571428571429,1.0,1.0,2.0,1.0,0.007368421052631579,2.0,1.0,0.0,2.0,1.0,0.13,0.00246,0.0
2.0,0.40580823601720956,0.037142857142857144,1.0,1.0,12.0,3.0,0.023333333333333334,2.0,1.0,0.0,2.0,1.0,0.12,0.00237,0.0
2.0,0.23678549477566072,0.3808928571428571,1.0,1.0,7.0,1.0,0.0029824561403508773,2.0,2.0,0.3,1.0,1.0,0.0645,3e-05,0.0
1.0,0.06530424093423481,0.25892857142857145,1.0,1.0,11.0,3.0,0.0014035087719298247,2.0,2.0,0.025,2.0,1.0,0.05,1e-05,0.0
2.0,0.042255685310387245,0.36464285714285716,1.0,1.0,5.0,4.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0005,0.0
2.0,0.0754456054087277,0.044642857142857144,1.0,1.0,6.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
1.0,0.06653349723417333,0.010357142857142856,1.0,1.0,13.0,3.0,0.010175438596491228,2.0,1.0,0.0,2.0,1.0,0.14,0.00364,0.0
1.0,0.19452980946527348,0.03571428571428571,2.0,2.0,3.0,1.0,0.10526315789473684,2.0,1.0,0.0,2.0,1.0,0.088,0.00537,0.0
1.0,0.02934849416103255,0.11750000000000001,1.0,1.0,2.0,3.0,0.011754385964912281,2.0,1.0,0.0,1.0,1.0,0.07,2e-05,0.0
1.0,0.32652120467117396,0.026785714285714284,2.0,2.0,3.0,3.0,0.020526315789473684,2.0,1.0,0.0,2.0,1.0,0.12,3e-05,0.0
1.0,0.3904425322679778,0.11750000000000001,1.0,1.0,11.0,3.0,0.12280701754385964,2.0,1.0,0.0,1.0,2.0,0.2,0.0,0.0
1.0,0.09081130915795942,0.36017857142857146,2.0,2.0,9.0,1.0,0.043859649122807015,2.0,1.0,0.0,2.0,1.0,0.13,0.0,0.0
2.0,0.11524277811923789,0.026785714285714284,1.0,1.0,6.0,3.0,0.07017543859649122,2.0,2.0,0.05,1.0,1.0,0.1,0.00394,0.0
2.0,0.15488629379225569,0.48214285714285715,2.0,2.0,5.0,4.0,0.07017543859649122,2.0,2.0,0.025,1.0,1.0,0.1,1e-05,0.0
1.0,0.042255685310387245,0.007321428571428571,1.0,1.0,12.0,3.0,0.0014035087719298247,2.0,1.0,0.0,2.0,1.0,0.14,0.0075,0.0
1.0,0.3047019053472649,0.12053571428571429,1.0,1.0,6.0,1.0,0.2908771929824561,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
